coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
9,SSAT BR,fiducial,CCL,CCL,B,B,z,3700.08297759309,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,C,C,x,5333.313913595167,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,C,C,y,0.3582281394995085,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,C,C,z,6297.664965991608,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,D,D,x,8977.986886547382,1.0,mm,false
9,SSAT BR,fiducial,CCL,CCL,D,D,y,-0.2034035057424459,1.0,mm,false
9,SSAT BR,fiducial,CCL,CCL,D,D,z,4436.412623438275,1.0,mm,false
9,SSAT BR,fiducial,CCL,CCL,E,E,x,9584.174999680516,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,E,E,y,-0.5341720567621193,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,E,E,z,-3694.962172199593,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,F,F',x,3398.801160903998,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,F,F',y,1.193670310915402,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,F,F',z,-5598.464242117025,0.9,mm,false
9,SSAT BR,fiducial,CCL,CCL,G,G,x,10729.35998904075,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,G,G,y,0.4706795423583467,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,G,G,z,-1.000169091371962,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,H,H,x,2713.163608506572,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,H,H,y,-0.858554275204516,1.3,mm,false
9,SSAT BR,fiducial,CCL,CCL,H,H,z,0.2126450774103216,1.3,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_12,AU_CP_12,x,4304.55,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_12,AU_CP_12,y,779.57,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_12,AU_CP_12,z,-5807.54,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_18,AU_CP_18,x,2159.57,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_18,AU_CP_18,y,-6.11,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_18,AU_CP_18,z,-3498.54,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_25,AU_CP_25,x,2159.96,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_25,AU_CP_25,y,0.35,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_25,AU_CP_25,z,206.9,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_30,AU_CP_30,x,2159.83,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_30,AU_CP_30,y,4.13,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_30,AU_CP_30,z,3533.67,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_36,AU_CP_36,x,4652.63,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_36,AU_CP_36,y,844.19,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_36,AU_CP_36,z,5879.21,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_37,AU_CP_37,x,4829.58,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_37,AU_CP_37,y,-652.33,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_37,AU_CP_37,z,5912.61,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_40,AU_CP_40,x,5310.73,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_40,AU_CP_40,y,545.05,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_40,AU_CP_40,z,6411.69,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_8,AU_CP_8,x,4020.52,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_8,AU_CP_8,y,733.52,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,AU_CP_8,AU_CP_8,z,-6484.11,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,BU_CP_16,BU_CP_16,x,8959.72,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,BU_CP_16,BU_CP_16,y,544.35,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,BU_CP_16,BU_CP_16,z,4463.88,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,BU_CP_42,BU_CP_42,x,11213.84,0.15,mm,false
9,SSAT BR,fiducial,Fiducial,Fiducial,BU_CP_42,BU_CP_42,y,-122.05,0.15,mm,false
