coil,phase,record_kind,point_group,point_group_raw,feature,feature_raw,axis,value,uncertainty,units,is_formula
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_7,AP_BP_7,y,336.13,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_7,AP_BP_7,z,3920.62,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_8,AP_BP_8,x,8811.9,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_8,AP_BP_8,y,-332.2,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_8,AP_BP_8,z,3943.71,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_9,AP_BP_9,x,6165.37,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_9,AP_BP_9,y,339.02,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_9,AP_BP_9,z,5723.03,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_10,AP_BP_10,x,6177.86,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_10,AP_BP_10,y,-328.71,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_10,AP_BP_10,z,5719.39,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_11,AP_BP_11,x,4682.27,0.15,mm,false
4,FAT supplier,fiducial,Fiducial,Fiducial,AP_BP_11,AP_BP_11,y,336.19,0.15,mm,false
