manifest_row,time_s,converged,qualified,candidate_node,candidate_node_r_m,candidate_node_z_m,sampled_flux_wb,fitted_anchor_r_m,fitted_anchor_z_m,fitted_anchor_flux_wb,quadratic_curvature,stationary_coordinate_m,bracket_length_m,tangent_at_wall_node,contour_closed,inside_vertex_count,boundary_vertex_count,containment_fraction,enclosed_area_m2,enclosed_area_ratio,trace_error,selected_by_public_read,selected_by_private_read,nearest_fully_contained_ratio_one,maximum_containment_candidate,public_contour_closed,selected_anchor_candidate_contour_closed,selected_anchor_candidate_containment_fraction,nearest_fully_contained_candidate_node,nearest_fully_contained_candidate_ratio,maximum_containment_fraction,maximum_containment_candidate_node
15,0.029999999329447746,True,False,11,0.7835000157356262,1.7280815839767456,0.20506510071828013,0.7730445308712405,1.7280815839767456,0.20482640556029968,2.1835103454362517,0.20811385345730007,0.23106926679611206,False,True,33,64,0.515625,2.7755303679563923,3.6548152759703876,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,12,0.7835000157356262,1.7155816555023193,0.2059770085237345,0.7835000157356262,1.7280815839767456,0.19881130606070885,0.19852847572528212,-0.1774844889954454,0.2747678804901488,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,13,0.5825902819633484,1.5470000505447388,0.23941677309611853,0.6230455304202963,1.580945696610649,0.24168681301505393,-0.8139453666153925,0.20945759304567357,0.4283582318333037,True,True,39,64,0.609375,1.824215926439143,2.402125486210138,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,14,0.4165000021457672,1.5470000505447388,0.20268459432512725,0.5825902819633484,1.5470000505447388,0.24274923067385784,-0.7354267409645477,-0.06731511718034419,0.3591304324302078,False,True,39,64,0.609375,1.803346606282394,2.3746447888311493,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,15,0.2800000011920929,1.683500051498413,0.10900760736621809,0.2800000011920929,1.5741571618017038,0.09491607785952062,1.1786287757544465,0.3023830423093358,0.6474516592654587,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,16,0.2800000011920929,1.229088544845581,0.23525817644711958,0.19524440169334412,1.0835000276565552,0.2572253585117069,-0.27150725468241316,0.7388552959115229,0.6228737516328025,False,True,40,64,0.625,1.4821601694475273,1.9517068489941272,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,17,0.19524440169334412,1.0835000276565552,0.25357311932025584,0.19524440169334412,-0.015041911250536444,0.3090363096652473,-0.045959105158185264,1.267004183887062,2.3354623002930808,True,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,18,0.19524440169334412,-1.0835000276565552,0.256569268989342,0.19524440169334412,-0.01495743378534975,0.3093409798553277,-0.046218675667518104,1.098457461441905,2.3354623002930808,True,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,19,0.2800000011920929,-1.229088544845581,0.23861804182829985,0.19524440169334412,-1.0835000276565552,0.2592817243436277,-0.2960908868098332,-0.09571252619365894,0.6228737516328025,False,True,41,64,0.640625,1.4166963476009713,1.8655041617994772,,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
15,0.029999999329447746,True,False,20,0.2800000011920929,-1.683500051498413,0.10639038681406392,0.2800000011920929,-1.5763956620273663,0.09249375404901486,1.2114208414444638,0.3473071171817852,0.6474516592654587,False,False,,,,,,SurfaceGeometryError: a requested surface does not close inside the lattice; the boundary flux does not bound this map,False,False,False,False,True,True,1.0,25,0.42294861722657623,1.0,10
