candidate,cell,radius_m,height_m,full_vertex_count,support_vertex_count,neighbour_count,analytic_m0_a,repaired_m0_a,relative_m0_error,fit_constraint_residual_a_m2,one_sided_condition
one_sided,542,7.489280120599749,2.424833427517931,6,7,6,-26488.676770958475,-29645.694144135687,0.11918365724627239,1.0477378964424133e-09,5.473466293301938
one_sided,544,7.704878286742391,2.5485563500631163,6,3,5,0.0,8.87539845482995,nan,1.681144112808397e-10,9.048210855774345
one_sided,545,7.489280120599749,2.6791235277901393,6,4,6,-5861.505273727258,-4471.257679935106,-0.23718269094179464,4.656612873077393e-10,5.969702934767911
one_sided,551,7.269058433833124,2.806268577926244,6,6,6,-19106.335862596174,-19470.550527342246,0.019062507189517325,6.984919309616089e-10,5.48634619807598
one_sided,553,7.269058433833124,3.0605586781984524,6,4,6,-320.5746002496371,-983.5426881187126,2.0680618094908656,1.2732925824820995e-10,7.272101040899471
one_sided,554,7.048836747066499,3.187703728334557,6,5,6,-3780.0295052441525,-3426.6685218028924,-0.09348101197385665,2.473825588822365e-10,6.152207316102359
one_sided,557,6.8286150602998745,3.3148487784706617,6,5,6,-8522.112156043946,-7103.459697134913,-0.1664672364001821,3.4924596548080444e-10,5.657280150390762
one_sided,558,6.608393373533249,3.4419938286067655,6,5,6,-11433.680589977954,-11074.428279516012,-0.03142053056623248,4.656612873077393e-10,5.483389003225364
one_sided,559,6.388171686766625,3.5691388787428693,6,6,6,-11504.003281477882,-11915.804564129869,0.03579634606980774,4.0745362639427185e-10,5.473279156664806
one_sided,562,6.388171686766625,3.8234289790150786,6,3,6,0.0,-1.034390648975207,nan,3.637978807091713e-11,7.188025039465256
